"Season","Team","W","L","SV","IP","R","ER","H/9","K/9","BB/9","HR/9","WHIP","BABIP","EV","ERA","FIP","xFIP","RAR","RA9-WAR","WAR"
"1887","Orioles","77","58","0","1220.0","861","524","9.50","3.47","3.08","0.12","1.40",".300","","3.87","3.70","","173.8","16.4","13.8"
"2007","Red Sox","96","66","45","1438.2","657","618","8.45","7.19","3.02","0.94","1.27",".284","","3.87","4.14","4.28","182.0","29.7","18.4"
"2003","Astros","87","75","50","1450.0","677","623","8.38","7.07","3.51","1.00","1.32",".281","","3.87","4.23","4.29","162.6","21.9","16.4"
"1987","Royals","83","79","26","1424.0","691","612","9.00","5.83","3.46","0.81","1.38",".289","","3.87","3.97","","210.9","24.9","20.9"
"1923","Cardinals","79","74","7","1398.1","732","601","9.91","2.56","2.93","0.45","1.43",".287","","3.87","4.09","","106.4","14.1","10.5"
"1986","Phillies","86","75","39","1451.2","713","624","9.13","5.42","3.43","0.81","1.40",".288","","3.87","3.92","","101.0","12.2","11.1"
"1925","Athletics","88","64","18","1381.2","713","594","9.56","3.22","3.54","0.39","1.46",".286","","3.87","4.21","","178.7","22.4","16.7"
"2005","Nationals","81","81","51","1458.0","673","627","8.99","6.15","3.33","0.86","1.37",".290","","3.87","4.16","4.51","138.6","18.4","14.5"
"2008","Brewers","90","72","45","1455.2","689","626","8.75","6.86","3.26","1.08","1.33",".285","","3.87","4.34","4.14","137.6","19.1","14.6"
"1923","Pirates","87","67","9","1376.1","696","592","9.89","2.71","2.63","0.35","1.39",".292","","3.87","3.76","","173.3","18.7","17.4"
"1978","Mets","66","96","26","1455.1","690","626","8.95","4.79","3.28","0.70","1.36",".283","","3.87","3.69","","89.9","6.5","10.2"
"2008","Cubs","97","64","44","1450.2","671","624","8.25","7.84","3.40","0.99","1.29",".281","","3.87","4.09","4.14","200.1","24.8","20.6"
"1901","Giants","52","85","1","1232.0","755","530","10.15","3.96","2.75","0.18","1.43",".318","","3.87","3.22","","107.4","2.1","10.6"
"2009","Mariners","85","77","49","1452.2","692","625","8.42","6.46","3.31","1.07","1.30",".272","","3.87","4.39","4.46","167.8","25.5","17.5"
"1984","Blue Jays","89","73","33","1464.0","696","630","8.81","5.38","3.25","0.86","1.34",".278","","3.87","3.97","","149.0","19.9","15.8"
"1925","Pirates","95","58","13","1354.2","715","583","10.14","2.56","2.57","0.54","1.41",".291","","3.87","4.25","","157.2","19.5","14.8"
"1976","Tigers","74","87","20","1431.1","709","616","8.97","4.64","3.46","0.64","1.38",".281","","3.87","3.73","","113.9","10.7","13.0"
"1928","Senators","75","79","10","1384.0","705","596","9.23","3.00","3.03","0.26","1.36",".277","","3.88","3.68","","159.8","16.3","16.3"
"1995","Mets","69","75","36","1291.0","618","556","9.03","6.28","2.80","0.93","1.31",".290","","3.88","4.06","","142.5","16.3","14.4"
"1951","Dodgers","97","60","13","1423.1","672","613","8.60","4.38","3.47","0.95","1.34",".264","","3.88","4.08","","136.9","18.8","14.4"
"1988","Cubs","77","85","29","1465.0","694","631","9.18","5.51","3.01","0.71","1.35",".291","","3.88","3.63","","125.4","10.6","14.4"
"1981","Indians","52","51","13","931.0","442","401","9.56","5.50","3.01","0.65","1.40",".303","","3.88","3.35","","128.1","8.3","14.7"
"1957","Red Sox","82","72","23","1376.2","668","593","9.09","4.52","3.26","0.76","1.37",".279","","3.88","3.71","","193.7","17.0","21.5"
"1957","Pirates","62","92","15","1395.0","696","601","9.44","4.28","2.72","1.02","1.35",".277","","3.88","3.95","","91.9","9.7","10.1"
"2001","Diamondbacks","92","70","34","1459.2","677","629","8.34","8.00","2.84","1.20","1.24",".284","","3.88","4.08","","200.3","28.0","21.8"
"1990","Cardinals","70","92","39","1443.1","698","622","8.93","5.19","2.96","0.61","1.32",".284","","3.88","3.59","","160.0","12.3","17.5"
"1954","Orioles","54","100","8","1373.1","668","592","8.38","4.38","4.51","0.51","1.43",".266","","3.88","3.71","","92.0","5.9","9.8"
"2006","Padres","88","74","50","1463.2","679","631","8.52","6.75","2.88","1.08","1.27",".276","","3.88","4.27","4.39","166.6","19.7","16.4"
"1982","Mets","65","97","37","1447.1","723","624","9.38","4.72","3.62","0.74","1.44",".290","","3.88","3.98","","56.3","6.6","6.3"
"1980","Mets","67","95","33","1451.1","702","626","9.13","5.49","3.16","0.87","1.37",".287","","3.88","3.88","","65.7","5.2","7.3"
"2017","Nationals","97","65","46","1446.2","672","624","8.09","9.06","3.08","1.18","1.24",".287","86.8","3.88","3.99","4.12","216.7","25.6","23.0"
"1997","Cardinals","73","89","39","1455.2","708","628","8.79","6.99","3.31","0.77","1.35",".297","","3.88","3.89","","196.7","18.1","20.6"
"1943","Dodgers","81","72","22","1369.2","667","591","8.71","3.84","4.19","0.39","1.43",".271","","3.88","3.57","","68.1","5.1","8.2"
"1965","Reds","89","73","34","1457.1","704","629","8.37","6.87","3.63","0.84","1.33",".280","","3.88","3.51","","143.4","13.3","16.7"
"1882","Orioles","19","54","0","646.1","515","279","10.58","1.57","1.50","0.21","1.34",".304","","3.88","3.22","","31.9","-6.4","2.8"
"2002","Yankees","103","58","53","1452.0","697","627","8.93","7.04","2.50","0.89","1.27",".293","","3.89","3.62","3.86","273.7","23.1","28.2"
"1940","Yankees","88","66","14","1373.0","671","593","9.10","3.66","3.35","0.78","1.38",".270","","3.89","4.30","","109.2","20.8","10.7"
"1980","Cubs","64","98","35","1479.0","728","639","9.28","5.62","3.58","0.66","1.43",".298","","3.89","3.71","","129.7","12.2","14.4"
"1975","Angels","72","89","16","1453.1","723","628","8.58","6.04","3.80","0.76","1.38",".281","","3.89","3.69","","134.5","7.5","15.0"
"1936","Pirates","84","70","12","1395.1","718","603","9.51","3.61","2.44","0.48","1.33",".282","","3.89","4.01","","183.0","15.7","17.9"
"1927","White Sox","70","83","8","1367.0","708","591","9.66","2.40","2.90","0.36","1.40",".284","","3.89","4.04","","124.1","16.7","12.1"
"1900","Superbas","81","54","4","1225.2","722","530","10.06","2.20","2.97","0.22","1.45",".298","","3.89","3.65","","119.0","12.9","10.7"
"1983","Yankees","91","71","32","1456.2","703","630","8.95","5.51","2.81","0.72","1.31",".285","","3.89","3.54","","207.9","15.4","22.1"
"2008","Phillies","92","70","47","1449.2","680","627","8.96","6.71","3.31","0.99","1.36",".292","","3.89","4.30","4.21","146.8","19.3","14.9"
"1962","Twins","91","71","27","1463.1","713","633","8.61","5.83","3.03","1.02","1.29",".273","","3.89","3.90","","187.2","17.9","19.7"
"1949","Phillies","81","72","15","1391.2","668","602","8.98","3.20","3.25","0.67","1.36",".277","","3.89","3.89","","133.2","15.5","13.6"
"1961","Braves","83","71","16","1391.1","656","602","8.78","4.22","3.19","0.99","1.33",".263","","3.89","4.18","","59.6","15.2","6.2"
"1970","Red Sox","87","75","44","1446.1","722","626","8.66","6.24","3.70","0.97","1.37",".277","","3.90","3.98","","166.8","13.3","17.9"
"1941","Indians","75","79","19","1377.0","668","596","8.93","4.03","4.31","0.46","1.47",".279","","3.90","3.92","","134.3","18.2","13.6"
"2012","Orioles","93","69","55","1483.0","705","642","8.70","7.14","2.92","1.12","1.29",".285","","3.90","4.20","4.14","152.4","19.8","16.0"
"1973","Tigers","85","77","46","1447.2","674","627","9.13","5.66","3.06","0.96","1.35",".288","","3.90","3.77","","155.0","17.8","16.7"
"1921","Braves","79","74","12","1385.0","696","600","9.67","2.48","2.73","0.35","1.38",".285","","3.90","4.05","","92.7","12.7","9.1"
"1931","Braves","64","90","9","1380.1","681","598","9.55","2.73","2.65","0.43","1.36",".279","","3.90","4.05","","99.6","12.2","9.8"
"1923","Giants","95","58","18","1378.0","679","597","9.40","2.96","2.77","0.54","1.35",".277","","3.90","4.02","","102.1","16.9","9.9"
"1963","Tigers","79","83","28","1456.1","703","631","8.70","5.75","2.95","1.21","1.29",".266","","3.90","4.02","","81.9","10.5","8.9"
"1979","Cubs","80","82","44","1446.2","707","627","9.33","5.80","3.24","0.79","1.40",".298","","3.90","3.75","","174.4","18.0","18.9"
"1946","Athletics","49","105","5","1342.2","680","582","9.19","3.77","3.87","0.56","1.45",".277","","3.90","3.70","","84.1","5.9","9.3"
"1959","Pirates","78","76","17","1393.1","680","604","9.25","4.72","2.70","0.87","1.33",".281","","3.90","3.69","","140.6","13.2","15.0"
"1921","Indians","94","60","14","1377.0","709","597","10.03","3.10","2.82","0.28","1.43",".297","","3.90","3.82","","203.0","21.7","19.8"
"1885","Orioles","41","68","4","971.0","683","421","9.82","3.66","2.06","0.11","1.32",".309","","3.90","2.91","","104.4","2.8","9.6"
"1986","Pirates","64","98","30","1450.2","700","629","8.67","5.73","3.54","0.86","1.36",".278","","3.90","3.99","","91.1","10.7","10.1"
"1982","Mariners","76","86","39","1476.0","712","640","8.73","6.11","3.34","1.05","1.34",".279","","3.90","4.05","","201.4","21.1","21.2"
"2002","Mets","75","86","36","1442.2","703","626","8.78","6.91","3.39","1.02","1.35",".287","","3.91","4.14","4.20","132.2","12.3","13.4"
"1975","Rangers","79","83","17","1465.2","733","636","8.94","4.86","3.18","0.76","1.35",".279","","3.91","3.75","","126.6","10.4","13.9"
"1981","Brewers","62","47","35","986.0","459","428","9.07","4.09","3.21","0.66","1.37",".280","","3.91","3.75","","69.4","6.0","7.7"
"1970","Indians","76","86","35","1451.1","675","630","8.27","6.67","4.27","1.01","1.39",".275","","3.91","4.12","","131.0","17.1","14.2"
"1998","Pirates","69","93","41","1449.0","718","629","8.90","6.91","3.29","0.91","1.35",".292","","3.91","4.08","","172.4","16.8","17.5"
"1948","Cardinals","85","69","18","1368.0","646","594","9.16","4.18","3.13","0.68","1.37",".280","","3.91","3.77","","188.1","19.8","20.1"
"1985","Angels","90","72","41","1457.1","703","633","8.97","4.74","3.17","1.06","1.35",".274","","3.91","4.27","","132.2","17.8","13.7"
"1984","Rangers","69","92","21","1438.2","714","625","9.03","5.40","3.24","0.93","1.36",".280","","3.91","4.06","","125.2","13.6","13.0"
"1895","Spiders","84","46","3","1143.2","720","497","10.01","2.57","2.72","0.26","1.41",".299","","3.91","4.44","","222.5","25.9","17.3"
"1923","Indians","82","71","11","1376.0","745","598","9.92","2.66","3.04","0.24","1.44",".291","","3.91","3.78","","178.1","13.2","17.7"
"1997","Orioles","98","64","59","1461.0","681","635","8.65","7.02","3.47","1.01","1.35",".287","","3.91","4.23","","202.2","27.4","20.2"
"2012","Pirates","79","83","45","1433.1","674","623","8.52","7.48","3.08","0.96","1.29",".286","","3.91","3.94","3.97","128.3","16.1","13.7"
"2011","Mariners","67","95","39","1433.0","675","623","8.60","6.83","2.74","0.91","1.26",".285","","3.91","3.84","3.92","158.8","15.8","17.4"
"1938","Yankees","99","53","13","1382.0","711","601","9.35","3.69","3.69","0.55","1.45",".283","","3.91","4.15","","187.0","23.7","17.7"
"1989","Rangers","83","79","44","1434.1","714","624","8.03","6.98","4.10","0.75","1.35",".274","","3.92","3.76","","150.6","13.4","17.0"
"1966","Red Sox","72","90","31","1463.2","731","637","8.62","6.01","3.55","1.01","1.35",".273","","3.92","3.93","","111.7","8.3","12.5"
"1992","Blue Jays","96","66","49","1440.2","682","627","8.41","5.96","3.38","0.77","1.31",".275","","3.92","3.80","","170.9","17.4","18.6"
"1946","Giants","61","93","13","1353.1","689","589","8.64","3.86","4.39","0.76","1.45",".261","","3.92","4.12","","31.8","4.3","3.6"
"1974","Phillies","80","82","19","1447.1","701","630","8.67","5.55","4.24","0.69","1.43",".282","","3.92","3.82","","108.5","12.1","12.1"
"1916","Athletics","36","117","3","1343.2","776","585","8.78","3.85","4.79","0.17","1.51",".298","","3.92","3.38","","32.3","-10.7","4.0"
"1961","Pirates","75","79","29","1362.0","675","593","9.53","5.02","2.64","0.80","1.35",".295","","3.92","3.55","","178.8","14.4","19.1"
"1980","White Sox","70","90","42","1435.1","722","625","8.99","4.54","3.53","0.68","1.39",".278","","3.92","3.98","","131.1","14.2","13.8"
"2013","Diamondbacks","81","81","38","1495.0","695","651","8.79","7.33","2.92","1.06","1.30",".292","","3.92","4.04","3.83","76.8","12.8","8.5"
"1958","Red Sox","79","75","28","1380.0","691","601","9.10","4.53","3.40","0.79","1.39",".278","","3.92","3.81","","156.1","12.0","17.0"
"1963","Athletics","73","89","29","1458.0","704","635","8.75","5.48","3.33","0.96","1.34",".273","","3.92","3.85","","127.2","13.0","14.0"
"1984","Royals","84","78","50","1444.0","686","629","8.89","4.51","2.70","0.85","1.29",".271","","3.92","3.95","","134.2","17.2","14.1"
"1987","Expos","91","71","50","1450.1","720","632","8.86","6.28","2.77","0.90","1.29",".284","","3.92","3.75","","178.5","15.8","18.7"
"1991","Royals","82","80","41","1466.0","722","639","9.04","6.16","3.25","0.64","1.37",".296","","3.92","3.59","","183.5","15.8","19.5"
"1986","Reds","86","76","45","1468.0","717","640","8.98","5.66","3.21","0.83","1.35",".286","","3.92","3.82","","140.0","13.4","15.2"
"2014","Cubs","73","89","37","1463.1","707","638","8.60","8.06","3.10","0.71","1.30",".304","","3.92","3.51","3.70","179.1","10.4","20.5"
"1920","Athletics","48","106","2","1380.1","832","602","10.51","2.76","3.01","0.37","1.50",".317","","3.93","3.75","","137.5","7.1","14.3"
"1923","Browns","74","78","10","1373.1","719","599","9.37","3.20","3.46","0.39","1.43",".283","","3.93","4.04","","164.8","17.9","16.4"
"2002","Diamondbacks","98","64","40","1446.2","674","631","8.47","8.11","2.62","1.06","1.23",".289","","3.93","3.67","3.56","241.3","23.9","26.4"
"1948","Giants","78","76","21","1373.0","700","599","9.34","3.45","3.61","0.80","1.44",".275","","3.93","4.31","","95.1","12.1","9.9"
"1884","Quakers","39","73","1","981.0","824","428","10.00","3.77","2.33","0.35","1.37",".309","","3.93","3.71","","64.8","-9.3","5.7"
"1955","Phillies","77","77","21","1356.2","666","592","8.56","4.36","3.16","1.07","1.30",".255","","3.93","4.05","","126.5","14.5","13.0"
"1975","Braves","67","94","24","1430.0","739","624","9.71","4.21","3.27","0.64","1.44",".292","","3.93","3.75","","143.7","9.4","16.0"
"1875","Centennials","2","12","0","126.0","138","55","12.14","0.86","0.21","0.00","1.37",".331","","3.93","2.25","","17.0","-2.6","1.4"
"1975","White Sox","75","86","39","1452.1","703","634","9.23","4.95","4.06","0.66","1.48",".291","","3.93","3.87","","130.0","17.8","14.1"
"1982","Cubs","73","89","43","1447.1","709","632","9.39","4.75","2.81","0.78","1.36",".288","","3.93","3.78","","117.0","11.8","13.0"
"1997","Blue Jays","76","86","34","1442.2","694","630","9.06","7.17","3.10","1.04","1.35",".299","","3.93","4.13","","211.0","27.1","21.9"
"1965","Senators","70","92","40","1435.2","721","627","8.63","5.44","3.97","1.00","1.40",".269","","3.93","4.15","","34.6","4.1","4.1"
"1980","Cardinals","74","88","27","1447.0","710","632","9.04","4.13","3.08","0.56","1.35",".282","","3.93","3.71","","88.9","6.8","10.0"
"1980","Twins","77","84","30","1451.0","724","634","9.32","4.61","2.90","0.74","1.36",".289","","3.93","3.82","","172.8","17.7","18.0"
"2010","Rangers","90","72","46","1455.1","687","636","8.38","7.30","3.41","1.00","1.31",".280","","3.93","4.17","4.19","180.1","24.1","19.3"
"1969","Red Sox","87","75","41","1466.2","736","641","8.73","5.74","4.20","0.95","1.44",".278","","3.93","4.11","","123.1","11.3","13.4"
"1990","Royals","75","86","33","1420.2","709","621","9.18","6.37","3.55","0.73","1.41",".299","","3.93","3.73","","127.3","12.2","13.9"
"1986","Red Sox","95","66","41","1429.2","696","625","9.25","6.50","2.98","1.05","1.36",".296","","3.93","3.89","","176.2","22.4","18.7"
"1987","Cardinals","95","67","48","1466.0","693","641","9.11","5.36","3.27","0.79","1.38",".289","","3.94","3.97","","138.8","19.0","14.3"
"1988","Twins","91","71","52","1431.2","672","626","9.16","5.64","2.85","0.92","1.33",".290","","3.94","3.88","","143.1","21.7","15.7"
"1937","Reds","56","98","18","1358.1","707","594","9.46","3.85","3.53","0.25","1.44",".292","","3.94","3.76","","137.8","8.4","13.9"
"1974","White Sox","80","80","29","1465.2","721","641","9.03","5.07","3.37","0.63","1.38",".287","","3.94","3.59","","132.2","11.7","14.8"
"1928","Reds","78","74","11","1371.2","685","600","9.95","2.33","2.69","0.38","1.40",".289","","3.94","3.86","","139.7","12.8","13.7"
"1922","White Sox","77","77","8","1403.2","691","614","9.44","3.10","3.39","0.37","1.43",".284","","3.94","4.02","","146.7","19.0","14.5"
"1976","Cubs","75","87","33","1471.1","728","644","9.24","5.20","3.00","0.75","1.36",".289","","3.94","3.62","","138.6","11.4","16.0"
"1969","Indians","62","99","22","1437.0","717","629","8.33","6.26","4.27","0.84","1.40",".274","","3.94","3.85","","135.1","9.1","15.4"
"1925","Giants","86","66","8","1354.0","701","593","10.18","2.96","2.71","0.49","1.43",".296","","3.94","4.09","","146.8","18.1","13.9"
"1936","Bees","71","83","13","1413.1","714","619","9.97","2.68","2.87","0.44","1.43",".289","","3.94","4.31","","61.5","10.4","6.0"
"2015","Angels","85","77","46","1440.2","675","631","8.46","7.63","2.91","1.04","1.26",".285","88.1","3.94","4.06","4.26","114.9","14.0","12.2"
"2012","Diamondbacks","81","81","39","1433.2","688","628","8.99","7.53","2.62","0.97","1.29",".301","","3.94","3.81","3.84","141.5","14.6","15.3"
"2013","Yankees","85","77","49","1447.1","671","634","9.03","7.67","2.72","1.06","1.31",".302","","3.94","3.89","3.76","137.6","15.7","14.8"
"1986","White Sox","72","90","38","1442.1","699","632","8.49","5.58","3.50","0.89","1.33",".272","","3.94","4.05","","152.6","20.6","15.5"
"1875","Atlantics","2","42","0","397.0","438","174","11.99","1.16","0.48","0.20","1.39",".327","","3.94","2.57","","19.0","-10.5","1.5"
"1941","Giants","74","79","18","1391.2","706","610","9.41","3.66","3.49","0.58","1.43",".282","","3.94","3.88","","105.4","8.7","11.2"
"1890","Ward's Wonders","76","56","7","1184.0","893","519","10.14","2.87","4.33","0.20","1.61",".306","","3.95","4.06","","179.3","15.4","14.2"
"1982","Blue Jays","78","84","25","1443.2","701","633","8.90","4.84","3.07","0.92","1.33",".273","","3.95","4.04","","168.4","20.0","17.5"
"1928","Pirates","85","67","11","1354.0","704","594","9.45","2.56","2.96","0.44","1.38",".275","","3.95","4.01","","168.9","15.2","16.8"
"1955","Redlegs","75","79","22","1363.0","684","598","9.07","3.80","2.93","1.06","1.33",".265","","3.95","4.09","","159.3","16.7","16.3"
"1941","Braves","62","92","9","1385.2","720","608","9.35","2.90","3.60","0.49","1.44",".276","","3.95","3.99","","67.0","4.3","7.1"
"2010","Mariners","61","101","38","1438.0","698","631","8.77","6.09","2.83","0.98","1.29",".279","","3.95","4.17","4.23","138.8","15.2","15.7"
"1951","Cardinals","81","73","23","1387.2","671","609","9.02","3.54","3.62","0.77","1.40",".271","","3.95","4.06","","139.8","16.3","14.4"
"1887","Wolverines","79","45","1","1116.1","710","490","9.49","2.72","2.77","0.42","1.36",".286","","3.95","4.20","","137.8","15.8","10.6"
"2006","Twins","96","66","40","1439.1","683","632","9.32","7.28","2.23","1.14","1.28",".302","","3.95","3.99","3.93","203.3","25.6","20.6"
"1960","Indians","76","78","30","1382.1","693","607","8.52","5.02","4.14","1.05","1.41",".262","","3.95","4.36","","54.1","9.3","5.6"
"1946","Browns","66","88","12","1382.1","711","607","9.54","3.74","3.73","0.48","1.47",".288","","3.95","3.50","","135.6","7.7","15.4"
"2011","Marlins","72","90","40","1459.2","702","641","8.65","7.51","3.08","0.92","1.30",".292","","3.95","3.79","3.80","138.7","13.2","15.3"
"2010","Twins","94","68","40","1452.2","671","638","9.25","6.49","2.37","0.96","1.29",".299","","3.95","3.91","3.93","163.9","19.6","17.3"
"1997","Mets","88","74","49","1459.1","709","641","8.95","6.06","3.11","0.99","1.34",".286","","3.95","4.32","","116.3","16.1","11.8"
"2018","Giants","73","89","36","1461.1","699","642","8.54","7.82","3.23","0.96","1.31",".293","88.6","3.95","3.98","4.20","134.0","15.1","14.1"
"1996","Marlins","80","82","41","1443.0","703","634","8.64","6.55","3.73","0.70","1.37",".292","","3.95","4.10","","166.0","19.2","17.2"
"2017","Cubs","92","70","38","1447.1","695","636","8.05","8.95","3.44","1.21","1.28",".285","86.7","3.95","4.20","4.10","165.3","20.1","16.8"
"1915","Terrapins","47","107","7","1360.1","760","598","9.63","3.77","3.08","0.34","1.41",".300","","3.96","3.10","","101.6","-3.2","11.7"
"2001","Cardinals","93","69","38","1435.1","684","631","8.71","6.79","3.30","1.23","1.33",".281","","3.96","4.57","","115.3","20.8","12.2"
"1984","Angels","81","81","26","1458.0","697","641","9.42","4.65","2.93","0.88","1.37",".286","","3.96","4.04","","154.6","17.0","16.5"
"1956","Cubs","60","94","17","1392.0","708","612","8.57","4.81","3.96","1.04","1.39",".261","","3.96","4.20","","89.0","9.1","9.3"
"1937","Cardinals","80","73","4","1392.0","733","612","10.00","3.69","2.90","0.61","1.43",".294","","3.96","4.10","","132.4","12.3","13.5"
"1947","Phillies","62","92","14","1362.0","687","599","9.24","3.40","3.31","0.65","1.40",".286","","3.96","3.84","","145.8","14.4","15.2"
"1897","Spiders","68","60","0","1118.2","680","492","10.43","2.23","2.33","0.26","1.42",".305","","3.96","3.97","","161.0","18.0","13.5"
"1900","Giants","60","78","0","1207.1","823","531","10.61","2.06","3.29","0.19","1.54",".309","","3.96","3.75","","72.3","1.3","6.6"
"1933","Tigers","75","79","17","1398.0","733","615","9.11","3.70","3.61","0.54","1.41",".275","","3.96","4.01","","143.2","18.3","14.5"
"1994","White Sox","67","46","20","1011.1","498","445","8.58","6.71","3.35","1.02","1.33",".279","","3.96","4.29","","153.7","17.0","14.8"
"1883","Buckeyes","32","65","0","840.1","659","370","10.50","2.38","2.26","0.17","1.42",".310","","3.96","3.73","","31.6","-4.2","2.6"
"1930","Senators","94","60","14","1369.0","687","603","8.99","3.44","3.31","0.34","1.37",".277","","3.96","4.39","","192.6","26.6","17.4"
"1946","Phillies","69","85","23","1369.0","704","603","9.46","3.22","3.56","0.48","1.45",".283","","3.96","3.62","","87.9","2.1","10.0"
"1903","Phillies","49","86","3","1212.1","743","534","10.00","2.83","3.16","0.16","1.46",".304","","3.96","3.40","","83.2","3.6","8.2"
"1993","Phillies","97","65","46","1473.0","740","649","8.67","6.82","3.50","0.79","1.35",".286","","3.97","3.85","","170.7","15.3","18.2"
"1956","Cardinals","76","78","30","1388.2","698","612","8.68","4.60","3.54","1.00","1.36",".264","","3.97","4.02","","123.9","11.1","13.2"
"1927","Athletics","91","63","25","1384.0","725","610","9.54","3.60","2.87","0.42","1.38",".289","","3.97","3.87","","184.7","18.4","18.4"
"1927","Giants","92","62","16","1381.2","720","609","9.90","2.88","2.95","0.50","1.43",".288","","3.97","4.15","","93.2","10.7","9.3"
"1927","Senators","85","69","23","1402.0","729","618","9.21","3.19","3.15","0.34","1.37",".278","","3.97","3.95","","143.0","16.2","14.0"
"1994","Astros","66","49","29","1029.2","503","454","9.12","6.46","3.21","0.89","1.37",".297","","3.97","4.15","","92.2","10.4","9.3"
"2019","Athletics","97","65","45","1465.0","680","646","8.24","7.98","2.93","1.23","1.24",".278","88.4","3.97","4.34","4.72","187.2","24.9","18.5"
"1929","Giants","84","67","13","1372.0","709","605","10.08","2.83","2.54","0.67","1.40",".288","","3.97","4.38","","154.5","22.7","14.2"
"1950","Cardinals","78","75","14","1356.0","670","598","9.28","4.00","3.55","0.79","1.43",".279","","3.97","4.07","","169.5","17.7","16.9"
"1932","Cardinals","72","82","9","1396.0","717","616","9.88","4.39","2.93","0.49","1.42",".304","","3.97","3.78","","191.8","15.6","19.5"
"1947","Senators","64","90","12","1362.0","675","601","9.30","3.64","3.83","0.42","1.46",".284","","3.97","3.60","","133.9","6.9","14.3"
"1985","Pirates","57","104","29","1445.1","708","638","8.76","5.99","3.64","0.67","1.38",".287","","3.97","3.59","","138.9","8.1","15.6"
"1886","Athletics","63","72","0","1218.2","942","538","9.66","3.79","2.87","0.26","1.39",".303","","3.97","3.59","","119.7","1.6","10.4"
"1963","Red Sox","76","85","32","1449.2","704","640","8.49","6.26","3.35","0.94","1.31",".272","","3.97","3.62","","156.6","11.8","17.4"
"1949","Red Sox","96","58","16","1377.0","667","608","8.99","3.91","4.32","0.54","1.48",".279","","3.97","3.91","","226.9","24.8","23.3"
"1921","Senators","80","73","10","1383.2","738","611","10.20","2.94","2.87","0.33","1.45",".300","","3.97","3.96","","144.1","15.8","13.9"
"1937","Cubs","93","61","13","1381.1","682","610","9.34","3.88","3.27","0.59","1.40",".282","","3.97","4.17","","109.7","15.4","11.0"
"1931","Cubs","84","70","8","1385.2","710","612","9.40","3.51","3.40","0.35","1.42",".284","","3.97","4.05","","126.6","12.0","12.7"
"1988","Red Sox","89","73","37","1426.1","689","630","8.93","6.85","3.11","0.90","1.34",".294","","3.98","3.67","","164.4","17.1","18.7"
"2002","Expos","83","79","39","1453.0","718","642","9.14","6.74","3.15","1.02","1.36",".295","","3.98","4.08","3.97","158.8","15.8","16.6"
"2013","Padres","76","86","40","1455.0","700","643","8.70","7.24","3.25","0.96","1.33",".292","","3.98","4.00","3.96","72.4","5.2","8.4"
"1958","Giants","80","74","25","1389.1","698","614","9.07","5.02","3.32","1.08","1.38",".274","","3.98","4.10","","84.9","10.3","9.0"
"1981","Twins","41","68","22","979.2","486","433","9.38","4.59","3.45","0.73","1.43",".289","","3.98","3.83","","74.5","6.5","8.3"
"1873","Atlantics","17","37","0","500.0","549","221","13.27","0.27","0.76","0.14","1.56",".343","","3.98","3.33","","41.5","-1.2","2.4"
"1996","Cardinals","88","74","43","1452.1","706","642","8.55","6.51","3.34","1.07","1.32",".275","","3.98","4.46","","118.0","19.7","11.9"
"1973","Brewers","74","88","28","1454.0","731","643","9.14","4.15","3.86","0.74","1.44",".279","","3.98","4.05","","95.8","10.5","10.4"
"2005","Brewers","81","81","46","1438.0","697","636","8.65","7.34","3.56","1.06","1.36",".285","","3.98","4.20","4.22","160.2","16.7","16.5"
"1923","Senators","75","78","16","1374.2","745","608","10.00","3.10","3.69","0.37","1.52",".299","","3.98","4.10","","84.8","8.9","8.3"
"1964","Senators","62","100","26","1435.1","733","635","8.89","4.98","3.17","1.08","1.34",".269","","3.98","4.17","","66.2","4.5","7.2"
"1932","Yankees","107","47","15","1408.0","724","623","9.11","4.99","3.59","0.59","1.41",".284","","3.98","4.01","","161.3","19.2","15.2"
"1922","Pirates","85","69","7","1387.1","736","614","10.46","3.18","2.32","0.34","1.42",".307","","3.98","3.62","","204.9","18.0","20.4"
"1936","Dodgers","67","87","18","1403.0","753","621","9.40","4.18","3.39","0.54","1.42",".284","","3.98","4.30","","126.4","11.3","12.5"
"2005","Braves","90","72","38","1443.2","674","639","9.27","5.79","3.24","0.90","1.39",".294","","3.98","4.19","4.23","139.2","17.8","14.4"
"2015","White Sox","76","86","37","1452.2","701","643","8.94","8.42","2.94","1.00","1.32",".311","87.6","3.98","3.82","3.81","160.2","13.0","17.4"
"1928","White Sox","72","82","11","1378.0","723","610","9.91","2.73","3.27","0.43","1.47",".277","","3.98","4.08","","99.5","13.8","10.0"
"1921","Red Sox","75","79","5","1364.1","695","604","10.03","2.94","2.98","0.35","1.45",".298","","3.98","4.04","","142.6","19.8","13.9"
"1940","Tigers","90","64","23","1375.1","716","609","9.33","4.92","3.73","0.67","1.45",".289","","3.99","3.99","","220.9","23.4","22.1"
"1949","Braves","75","79","11","1400.0","719","620","9.42","3.80","3.34","0.71","1.42",".281","","3.99","3.85","","127.8","9.2","13.0"
"2017","Rays","80","82","53","1445.0","704","640","8.25","8.42","3.13","1.20","1.26",".283","87.7","3.99","4.17","4.29","147.7","17.0","15.0"
"1986","Braves","72","89","39","1424.2","719","631","9.12","5.89","3.64","0.74","1.42",".296","","3.99","3.80","","148.4","12.4","16.2"
