"Season","Team","W","L","SV","IP","R","ER","H/9","K/9","BB/9","HR/9","WHIP","BABIP","EV","ERA","FIP","xFIP","RAR","RA9-WAR","WAR"
"1987","Yankees","89","73","47","1446.1","758","706","9.18","5.60","3.37","1.11","1.39",".283","","4.39","4.43","","148.5","16.8","14.6"
"1928","Red Sox","57","96","9","1352.0","770","660","9.93","2.71","3.01","0.33","1.44",".286","","4.39","3.86","","130.1","7.5","13.2"
"1930","Cardinals","92","62","21","1380.2","784","674","10.40","4.17","3.10","0.57","1.50",".311","","4.39","4.48","","225.8","22.5","19.9"
"1955","Pirates","60","94","16","1362.0","767","665","9.78","4.11","3.54","0.94","1.48",".288","","4.39","4.05","","143.9","6.6","14.9"
"1987","Athletics","81","81","40","1445.2","789","706","8.98","6.49","3.31","1.10","1.36",".284","","4.40","4.19","","165.0","10.3","16.2"
"1924","Indians","67","86","7","1349.0","811","659","10.69","2.10","3.36","0.29","1.56",".301","","4.40","4.19","","138.7","9.1","13.7"
"1940","Phillies","50","103","8","1357.0","750","663","9.48","3.22","3.15","0.61","1.40",".278","","4.40","4.11","","107.7","4.4","11.2"
"2000","Cardinals","95","67","37","1433.2","771","701","8.81","6.91","3.80","1.23","1.40",".285","","4.40","4.77","","158.1","16.7","15.0"
"1921","Tigers","71","82","16","1386.1","852","678","10.61","2.93","3.21","0.46","1.54",".303","","4.40","4.30","","112.3","6.4","10.7"
"1985","Brewers","71","90","37","1437.0","802","703","9.46","4.87","3.13","1.10","1.40",".282","","4.40","4.30","","76.7","4.7","7.8"
"2019","Brewers","89","73","50","1459.1","766","714","8.41","9.23","3.52","1.39","1.33",".292","87.9","4.40","4.46","4.42","119.3","14.0","12.1"
"2008","Padres","63","99","30","1458.1","764","714","9.05","6.79","3.46","1.02","1.39",".294","","4.41","4.33","4.33","123.7","5.3","12.7"
"1887","Beaneaters","61","60","1","1100.2","792","539","10.02","2.08","3.24","0.45","1.47",".291","","4.41","4.54","","71.3","6.4","5.4"
"1926","Tigers","79","75","18","1394.2","829","683","10.13","3.03","3.58","0.37","1.52",".299","","4.41","4.07","","132.0","5.7","13.2"
"1925","Cubs","68","86","10","1370.0","773","671","10.35","2.84","3.19","0.67","1.50",".296","","4.41","4.57","","106.7","14.5","10.1"
"2003","Twins","90","72","45","1461.2","758","716","9.40","6.14","2.48","1.15","1.32",".290","","4.41","4.26","4.38","168.4","19.2","16.8"
"1950","White Sox","60","94","9","1365.2","749","669","9.03","3.73","4.84","0.71","1.54",".273","","4.41","4.43","","116.0","13.7","11.3"
"1947","Reds","73","81","13","1365.1","755","669","9.51","4.17","3.88","0.67","1.49",".290","","4.41","3.87","","131.1","7.3","14.2"
"1929","Reds","66","88","8","1369.1","760","671","10.24","2.28","2.71","0.40","1.44",".293","","4.41","4.19","","173.5","16.7","16.0"
"1985","Athletics","77","85","41","1453.0","787","712","8.99","4.86","3.76","1.07","1.42",".270","","4.41","4.45","","66.7","5.3","7.2"
"2018","Padres","66","96","36","1457.0","767","714","8.83","8.64","3.21","1.14","1.34",".305","88.6","4.41","4.10","3.99","116.1","5.9","12.3"
"2015","Braves","67","95","44","1425.1","760","699","9.23","7.25","3.47","1.07","1.41",".305","88.6","4.41","4.34","4.36","62.5","5.0","7.0"
"1995","Red Sox","86","58","39","1292.2","698","634","9.32","6.18","3.31","0.88","1.40",".298","","4.41","4.22","","190.4","19.0","18.4"
"1929","White Sox","59","93","7","1357.2","793","666","9.82","2.17","3.35","0.56","1.46",".280","","4.41","4.67","","95.7","10.0","9.0"
"1963","Senators","56","106","25","1447.0","812","710","9.24","4.63","3.34","1.09","1.40",".273","","4.42","4.22","","35.0","-2.9","3.9"
"1997","Reds","76","86","49","1449.0","764","711","8.75","7.20","3.47","1.07","1.36",".287","","4.42","4.38","","123.2","12.5","12.7"
"1897","Colonels","51","78","0","1138.0","859","559","10.78","2.11","3.63","0.31","1.60",".310","","4.42","4.51","","80.8","4.7","6.6"
"2017","Blue Jays","76","86","45","1465.0","784","720","8.97","8.43","3.37","1.25","1.37",".303","87.1","4.42","4.31","4.36","162.5","12.8","16.6"
"1929","Red Sox","58","96","5","1366.2","803","672","10.12","2.74","3.27","0.51","1.49",".293","","4.43","4.45","","116.9","8.3","10.9"
"1948","Athletics","84","70","18","1368.2","735","673","9.57","3.20","4.20","0.57","1.53",".284","","4.43","4.20","","133.7","12.3","13.5"
"2006","Yankees","97","65","43","1443.2","767","710","9.12","6.35","3.09","1.06","1.36",".289","","4.43","4.42","4.61","171.5","19.0","17.3"
"1991","Yankees","71","91","37","1444.0","777","711","9.41","5.83","3.15","0.95","1.40",".297","","4.43","4.07","","143.0","9.3","15.1"
"1997","Giants","90","72","45","1446.0","793","712","9.30","6.50","3.60","1.00","1.43",".299","","4.43","4.38","","101.3","5.4","10.3"
"1893","Beaneaters","86","43","2","1163.2","795","573","10.16","1.96","3.11","0.51","1.47",".292","","4.43","4.71","","174.7","19.9","13.6"
"1983","Indians","70","92","25","1441.2","785","710","9.56","4.96","3.30","0.75","1.43",".297","","4.43","3.90","","149.2","7.4","15.7"
"2006","Indians","78","84","24","1423.1","782","701","10.01","5.99","2.71","1.05","1.41",".308","","4.43","4.34","4.47","165.2","14.7","16.4"
"2013","Rockies","74","88","35","1436.0","760","708","9.68","6.67","3.24","0.85","1.44",".314","","4.44","3.96","4.02","146.3","13.8","16.4"
"2005","Pirates","67","95","35","1436.0","769","708","9.13","6.00","3.84","1.02","1.44",".290","","4.44","4.57","4.60","69.6","7.2","7.2"
"1922","Cardinals","85","69","12","1362.2","826","672","10.63","3.07","2.95","0.40","1.51",".308","","4.44","3.99","","120.2","4.8","11.7"
"2011","Rockies","73","89","41","1447.2","774","714","9.15","6.95","3.25","1.09","1.38",".298","","4.44","4.24","3.98","123.1","14.3","13.6"
"2009","Diamondbacks","70","92","36","1447.2","782","714","9.14","7.20","3.26","1.04","1.38",".298","","4.44","4.20","4.17","130.3","9.5","13.5"
"2008","Marlins","84","77","36","1435.1","767","708","8.91","7.07","3.67","1.01","1.40",".290","","4.44","4.37","4.42","147.5","13.2","15.1"
"1998","Reds","77","85","42","1441.1","760","711","8.74","6.86","3.58","1.06","1.37",".285","","4.44","4.45","","124.1","14.1","12.8"
"1997","Cubs","68","94","37","1429.0","759","705","9.14","6.75","3.72","1.17","1.43",".292","","4.44","4.62","","91.7","12.9","9.3"
"1896","Colts","71","57","1","1161.1","799","573","10.13","2.74","3.62","0.23","1.53",".304","","4.44","4.36","","172.1","14.1","14.2"
"1947","Giants","81","73","14","1363.2","761","673","9.36","3.65","3.89","0.81","1.47",".278","","4.44","4.19","","104.2","8.3","10.7"
"2007","Brewers","83","79","49","1444.1","776","713","9.43","7.32","3.16","1.00","1.40",".308","","4.44","4.22","4.29","190.6","10.8","18.8"
"2016","Padres","68","94","35","1440.0","770","711","8.91","7.64","3.56","1.14","1.38",".296","89.1","4.44","4.40","4.42","81.2","5.3","8.6"
"1942","Athletics","55","99","9","1374.2","801","679","9.19","3.57","4.18","0.58","1.49",".274","","4.45","3.91","","75.6","0.2","8.2"
"2011","Royals","71","91","37","1451.1","762","717","9.22","6.70","3.45","1.01","1.41",".299","","4.45","4.27","4.24","100.8","13.3","10.7"
"1999","Dodgers","77","85","37","1452.2","787","718","8.91","6.67","3.68","1.19","1.40",".284","","4.45","4.72","","125.8","12.2","12.6"
"1933","White Sox","67","83","13","1371.1","814","678","9.88","2.78","3.41","0.56","1.48",".283","","4.45","4.18","","99.7","7.0","9.9"
"1977","Padres","69","93","44","1466.1","834","725","9.55","5.08","4.13","0.98","1.52",".291","","4.45","4.46","","14.3","-3.9","1.7"
"1998","Indians","89","73","47","1460.0","779","722","9.57","6.39","3.47","1.05","1.45",".303","","4.45","4.54","","160.6","20.7","15.6"
"2009","Angels","97","65","51","1445.0","761","715","9.42","6.61","3.26","1.12","1.41",".301","","4.45","4.45","4.46","135.2","15.9","13.7"
"1932","Athletics","94","60","10","1386.0","751","686","9.59","3.86","3.32","0.73","1.43",".283","","4.45","4.35","","150.7","19.8","14.6"
"2017","Mariners","78","84","39","1440.1","772","713","8.74","7.77","3.06","1.48","1.31",".283","87.9","4.46","4.70","4.64","86.5","10.7","9.3"
"1979","Royals","85","77","27","1448.1","816","717","9.18","3.98","3.33","1.03","1.39",".269","","4.46","4.50","","77.1","8.8","7.6"
"1938","Red Sox","88","61","15","1316.1","751","652","10.06","3.31","3.61","0.70","1.52",".290","","4.46","4.45","","182.8","20.0","17.3"
"2008","Indians","81","81","31","1437.0","761","712","9.58","6.18","2.78","1.06","1.37",".301","","4.46","4.33","4.28","123.9","15.2","13.2"
"2002","Orioles","67","95","31","1450.2","773","719","9.25","6.00","3.41","1.29","1.41",".286","","4.46","4.74","4.37","87.7","13.4","8.8"
"2009","Mets","70","92","39","1426.0","757","707","9.16","6.51","3.89","1.00","1.45",".292","","4.46","4.50","4.66","100.5","7.2","10.4"
"1924","Braves","53","100","4","1379.1","798","684","10.49","2.38","2.62","0.32","1.46",".305","","4.46","3.91","","107.4","0.4","10.7"
"1993","Brewers","69","93","29","1447.0","792","718","9.40","5.04","3.25","0.95","1.40",".286","","4.47","4.45","","121.8","11.8","12.0"
"2009","Blue Jays","75","87","25","1451.0","771","720","9.36","7.33","3.42","1.12","1.42",".308","","4.47","4.35","4.13","151.4","16.3","15.6"
"1994","Cubs","49","64","27","1023.2","549","508","9.27","6.30","3.45","1.06","1.41",".295","","4.47","4.46","","80.6","7.6","8.1"
"2008","Braves","72","90","26","1440.2","778","715","8.99","6.72","3.66","0.97","1.41",".293","","4.47","4.35","4.20","75.7","3.5","7.9"
"1951","Athletics","70","84","22","1358.0","745","674","9.42","2.90","3.77","0.72","1.47",".277","","4.47","4.21","","116.2","10.2","12.0"
"2004","Phillies","86","76","43","1462.2","781","726","9.16","6.58","3.09","1.32","1.36",".286","","4.47","4.65","4.43","133.3","13.7","13.4"
"1999","Padres","74","88","43","1420.1","781","705","9.21","6.83","3.35","1.22","1.40",".292","","4.47","4.57","","126.9","10.9","12.0"
"1928","Indians","62","92","15","1378.0","829","684","10.55","2.72","3.34","0.34","1.54",".301","","4.47","3.99","","130.3","5.3","13.3"
"1932","Phillies","78","76","17","1384.0","796","687","10.33","2.98","2.93","0.70","1.47",".293","","4.47","4.40","","150.0","12.3","15.1"
"1948","Reds","64","89","20","1343.1","750","667","9.45","4.01","3.83","0.70","1.48",".283","","4.47","4.09","","117.1","4.7","12.1"
"1887","Grays","60","74","3","1185.1","918","589","10.24","2.52","3.45","0.21","1.52",".305","","4.47","4.16","","133.8","9.7","10.5"
"1958","Dodgers","71","83","31","1368.1","761","680","9.20","5.62","3.99","1.14","1.47",".284","","4.47","4.27","","95.6","6.5","10.2"
"1991","Rangers","85","77","41","1479.0","814","735","9.04","6.22","4.03","0.92","1.45",".290","","4.47","4.24","","90.9","6.0","10.1"
"1936","Cardinals","87","67","24","1398.0","794","695","10.36","3.60","2.79","0.57","1.46",".301","","4.47","4.30","","151.5","9.9","14.9"
"1953","Browns","54","100","24","1383.2","778","688","9.54","4.16","4.07","0.66","1.51",".289","","4.48","4.03","","158.0","7.6","16.4"
"1921","Phillies","51","103","8","1348.2","919","671","11.11","2.22","2.48","0.53","1.51",".305","","4.48","4.27","","153.2","-0.3","15.4"
"1934","Dodgers","71","81","12","1354.1","791","674","10.23","3.46","3.16","0.54","1.49",".299","","4.48","4.24","","98.5","4.2","9.9"
"1984","Athletics","77","85","44","1430.0","796","712","9.78","4.37","3.73","0.98","1.50",".289","","4.48","4.52","","52.0","1.2","5.3"
"1996","Phillies","67","95","42","1423.1","790","709","9.25","6.60","3.22","1.01","1.39",".297","","4.48","4.31","","131.4","10.9","13.5"
"1961","Cubs","64","90","25","1385.0","800","690","9.70","4.91","3.02","1.07","1.41",".288","","4.48","4.12","","111.8","4.7","11.6"
"1951","Senators","62","92","13","1366.1","764","681","9.41","3.13","4.15","0.72","1.51",".275","","4.49","4.25","","71.9","5.2","7.6"
"1995","Royals","70","74","37","1288.0","691","642","9.24","5.33","3.51","0.99","1.42",".287","","4.49","4.61","","143.7","17.7","14.1"
"1998","Angels","85","77","52","1444.0","783","720","9.23","6.80","3.93","1.02","1.46",".300","","4.49","4.51","","161.4","16.5","15.7"
"2005","Mariners","69","93","39","1427.2","751","712","9.35","5.62","3.13","1.13","1.39",".287","","4.49","4.56","4.68","91.8","11.9","9.3"
"2006","Diamondbacks","76","86","34","1459.2","788","728","9.27","6.87","3.30","1.04","1.40",".299","","4.49","4.34","4.30","189.3","16.4","19.0"
"2003","Red Sox","95","67","36","1464.2","809","731","9.24","7.01","3.00","0.94","1.36",".300","","4.49","3.99","4.09","208.5","14.8","21.5"
"1925","Indians","70","84","9","1372.1","817","685","10.52","2.26","3.23","0.27","1.53",".299","","4.49","4.16","","183.4","12.1","17.1"
"1985","Twins","77","85","34","1426.1","782","712","9.26","4.84","2.92","1.03","1.35",".281","","4.49","4.14","","127.3","10.8","13.4"
"2014","Rangers","67","95","33","1426.1","773","712","9.53","7.00","3.19","1.01","1.41",".310","","4.49","4.22","4.26","80.1","7.1","9.3"
"1934","Browns","67","85","20","1350.0","800","674","9.99","3.33","4.21","0.63","1.58",".293","","4.49","4.72","","146.6","14.8","13.8"
"1937","Red Sox","80","72","14","1366.0","775","682","10.00","4.49","3.93","0.61","1.55",".300","","4.49","4.26","","209.2","19.5","20.1"
"2003","Mets","66","95","38","1413.1","754","706","9.53","5.78","3.67","1.07","1.47",".295","","4.50","4.61","4.78","80.5","9.7","8.3"
"1998","Cubs","90","73","56","1477.1","792","738","9.31","7.35","3.50","1.10","1.42",".302","","4.50","4.35","","142.2","10.4","14.7"
"2009","Twins","87","76","48","1453.0","765","726","9.55","6.52","2.89","1.15","1.38",".301","","4.50","4.39","4.45","124.1","15.2","12.5"
"2007","Yankees","94","68","34","1450.2","777","725","9.29","6.26","3.59","0.93","1.43",".299","","4.50","4.51","4.70","132.0","15.7","13.5"
"1941","Phillies","43","111","9","1372.1","793","686","9.83","3.62","3.97","0.52","1.53",".293","","4.50","3.99","","67.8","-4.0","7.1"
"1954","Cardinals","72","81","18","1390.1","790","695","9.61","4.40","3.46","1.10","1.45",".281","","4.50","4.26","","97.6","5.5","10.7"
"1964","Red Sox","72","90","38","1422.0","793","711","9.27","6.92","3.61","1.13","1.43",".296","","4.50","3.96","","136.4","2.4","14.7"
"2017","Giants","64","98","32","1452.0","776","726","9.39","7.65","3.07","1.13","1.38",".308","87.7","4.50","4.22","4.53","113.7","7.8","11.4"
"1970","Giants","86","76","30","1457.2","826","729","9.35","5.75","3.73","0.96","1.45",".290","","4.50","4.06","","95.6","4.8","10.4"
"2008","Royals","75","87","44","1445.2","781","723","9.17","6.75","3.21","0.99","1.38",".298","","4.50","4.21","4.36","162.9","16.6","16.7"
"1949","Cubs","61","93","17","1357.2","770","679","9.70","3.53","3.74","0.69","1.49",".285","","4.50","4.02","","122.9","4.3","12.9"
"2018","Twins","78","84","37","1443.1","775","722","8.89","8.59","3.57","1.23","1.38",".302","88.5","4.50","4.39","4.33","107.7","10.8","11.3"
"2007","Royals","69","93","36","1437.1","778","719","9.69","6.22","3.26","1.05","1.44",".304","","4.50","4.55","4.61","119.7","16.8","12.1"
"1954","Redlegs","74","80","27","1367.1","763","684","9.81","3.53","3.60","1.11","1.49",".281","","4.50","4.50","","82.4","8.5","8.6"
"1889","Alleghenys","61","71","1","1130.2","804","566","10.32","2.75","2.98","0.33","1.48",".306","","4.51","3.94","","79.5","1.3","6.5"
"1954","Cubs","64","90","19","1374.1","766","688","9.00","4.07","4.05","0.86","1.45",".269","","4.51","4.14","","131.8","8.5","14.1"
"1994","Marlins","51","64","30","1014.2","576","508","9.48","5.76","3.80","1.06","1.48",".293","","4.51","4.77","","40.8","3.9","4.1"
"2016","Braves","68","93","39","1447.2","779","725","8.79","7.63","3.40","1.10","1.35",".293","89.1","4.51","4.32","4.48","84.3","7.3","9.0"
"2012","Cubs","61","101","28","1413.2","759","708","8.91","7.18","3.65","1.11","1.39",".291","","4.51","4.46","4.39","39.0","5.6","4.4"
"1986","Cubs","70","90","42","1445.0","781","724","9.63","5.99","3.47","0.89","1.46",".307","","4.51","3.92","","140.5","7.0","15.3"
"2011","Astros","56","106","25","1435.0","796","719","9.26","7.47","3.51","1.18","1.42",".301","","4.51","4.35","4.02","53.1","-1.9","5.6"
"1970","Expos","73","89","32","1438.2","807","721","8.97","5.72","4.48","1.01","1.49",".282","","4.51","4.43","","55.2","7.2","5.9"
"1895","Giants","66","65","1","1147.1","834","575","10.66","3.21","3.26","0.27","1.55",".319","","4.51","4.48","","173.1","13.2","13.2"
"1993","Reds","73","89","37","1434.0","785","719","9.48","6.25","3.19","0.99","1.41",".300","","4.51","4.19","","125.8","8.1","13.5"
"2017","Rockies","87","75","47","1437.2","757","721","9.10","7.95","3.33","1.19","1.38",".305","86.9","4.51","4.32","4.26","183.2","22.8","18.6"
"2001","Twins","85","77","45","1441.1","766","723","9.33","6.03","2.78","1.20","1.35",".287","","4.51","4.48","","116.7","17.2","11.7"
"2016","Athletics","69","93","42","1433.1","761","719","9.16","7.46","2.91","1.16","1.34",".299","88.9","4.51","4.24","4.28","128.3","11.2","13.7"
"1995","Mariners","79","66","39","1289.1","708","647","9.37","7.46","4.13","1.04","1.50",".307","","4.52","4.43","","171.4","16.3","17.8"
"1997","Angels","84","78","39","1454.2","794","730","9.32","6.50","3.74","1.25","1.45",".293","","4.52","4.83","","112.2","15.0","10.8"
"1980","Angels","65","95","30","1428.1","797","717","9.75","4.57","3.33","0.89","1.45",".292","","4.52","4.21","","92.9","3.2","9.8"
"2005","Tigers","71","91","37","1435.2","787","721","9.43","5.69","2.89","1.21","1.37",".290","","4.52","4.57","4.38","96.2","10.6","9.7"
"1884","Virginians","12","29","0","370.1","294","186","9.77","4.06","1.26","0.34","1.23",".307","","4.52","3.28","","36.1","-2.7","3.2"
"2000","Padres","76","86","46","1459.1","815","733","8.90","6.61","4.00","1.18","1.43",".282","","4.52","4.84","","100.6","9.0","9.5"
"2001","Padres","79","83","46","1440.2","812","724","9.49","6.80","2.97","1.37","1.38",".293","","4.52","4.62","","79.9","4.0","8.1"
"1987","Mariners","78","84","33","1430.2","801","719","9.46","5.78","3.13","1.25","1.40",".288","","4.52","4.50","","183.8","15.6","18.2"
"1898","Senators","51","101","1","1307.0","939","657","10.86","2.55","3.10","0.20","1.55",".318","","4.52","3.52","","130.6","-3.3","12.3"
