"Season","Team","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRAA","wRC+","EV","BsR","Off","Def","WAR"
"2014","Blue Jays","6167","177","723","690","78",".155",".295",".259",".323",".414",".325","71.2","107","","0.0","44.9","-37.0","22.2"
"1942","Senators","5947","40","653","593","98",".083",".281",".258",".333",".341",".325","4.5","93","","5.6","-46.8","-74.4","9.4"
"1940","Giants","5900","91","663","614","45",".106",".280",".267",".329",".374",".325","-45.1","92","","5.9","-51.4","51.2","18.2"
"1989","Blue Jays","6216","142","731","685","144",".138",".286",".260",".323",".398",".325","55.0","102","","3.8","20.2","-18.7","21.9"
"1926","Braves","5870","16","624","560","81",".073",".294",".277",".335",".350",".325","-91.4","90","","13.5","-62.5","-11.5","10.2"
"1913","Pirates","5830","35","673","570","181",".093",".289",".263",".319",".356",".325","-0.3","96","","-3.5","-32.3","-1.1","18.1"
"2010","Diamondbacks","6183","180","713","691","86",".166",".312",".250",".325",".416",".325","17.0","93","","-8.3","-62.7","85.8","21.8"
"1926","Robins","5790","40","623","568","76",".096",".283",".263",".328",".358",".325","-90.9","86","","12.7","-85.1","-8.1","8.1"
"1996","Tigers","6203","204","783","741","87",".165",".294",".256",".323",".420",".325","-55.2","86","","-6.5","-130.6","-97.7","0.2"
"1948","Cubs","5895","87","597","564","39",".107",".280",".262",".322",".369",".325","-77.6","87","","5.4","-88.0","37.1","14.2"
"2017","Reds","6213","219","753","715","120",".179",".294",".253",".329",".433",".325","16.7","95","85.5","-5.3","-47.4","38.7","19.5"
"2013","Angels","6260","164","733","696","82",".150",".307",".264",".329",".414",".325","54.6","109","","-9.7","54.8","-58.0","21.6"
"1933","Phillies","5796","60","607","570","55",".095",".292",".274",".326",".369",".325","-25.2","85","","9.9","-89.7","1.3","8.6"
"2018","Rockies","6178","210","780","748","95",".179",".304",".256",".322",".435",".325","47.3","88","88.9","3.2","-85.1","53.2","16.7"
"1972","Braves","5938","144","628","593","47",".124",".277",".258",".328",".382",".325","87.6","96","","-1.7","-25.0","-12.1","18.7"
"1951","Senators","5979","54","672","627","45",".093",".283",".263",".336",".355",".325","-55.7","90","","-1.8","-78.7","-4.2","11.1"
"2011","Royals","6267","129","730","705","153",".140",".311",".275",".329",".415",".325","42.4","101","","0.7","4.5","-25.3","19.8"
"1902","White Sox","5255","14","675","537","265",".067","",".268",".332",".335",".325","11.9","92","","17.9","-36.7","44.1","20.4"
"1987","Indians","6212","187","742","691","140",".158",".287",".263",".324",".422",".325","-5.9","95","","2.6","-35.9","-68.1","10.6"
"1943","Browns","5864","78","595","552","37",".103",".268",".245",".322",".349",".325","4.8","93","","-10.6","-57.4","-11.6","13.2"
"1956","Senators","6043","112","652","612","37",".126",".280",".250",".341",".377",".325","-6.4","90","","-2.5","-76.9","-68.7","6.0"
"1959","Cardinals","5907","118","641","605","65",".131",".293",".269",".331",".400",".325","25.3","90","","-6.2","-84.5","3.9","12.8"
"2007","Astros","6324","167","723","700","65",".152",".291",".260",".330",".412",".325","-39.8","92","","-17.9","-86.6","5.3","12.4"
"1960","Red Sox","5931","124","658","623","34",".128",".284",".261",".333",".389",".325","26.5","92","","-2.2","-63.0","-17.9","9.6"
"1982","Yankees","6245","161","709","666","69",".142",".268",".256",".328",".398",".325","31.2","102","","-3.9","9.5","-97.4","11.7"
"1959","Giants","5890","167","705","660","81",".153",".283",".261",".322",".414",".325","22.2","96","","4.5","-25.5","46.5","23.2"
"1981","Orioles","3985","88","429","408","41",".128",".265",".251",".329",".379",".325","31.3","107","","-4.3","26.6","-20.5","13.9"
"1984","Cubs","6143","136","762","703","154",".136",".292",".260",".331",".397",".325","31.9","97","","4.4","-18.9","18.2","21.3"
"1881","White Stockings","3254","12","550","400","",".085",".315",".295",".325",".380",".325","85.8","113","","0.0","58.2","50.4","22.3"
"1998","Padres","6245","167","749","715","79",".155",".285",".253",".330",".409",".325","-39.3","99","","-0.4","-7.6","-14.5","17.0"
"1959","Dodgers","6033","148","705","667","84",".139",".284",".257",".334",".396",".325","26.1","90","","-1.6","-76.0","35.8","17.4"
"2006","Padres","6287","161","731","698","123",".154",".299",".263",".332",".416",".325","-41.4","99","","5.2","-5.0","65.1","26.1"
"1978","Yankees","6220","125","735","693","98",".122",".283",".267",".329",".388",".325","32.7","104","","4.2","34.1","28.2","27.8"
"1930","Braves","5870","66","693","631","69",".112",".294",".281",".326",".393",".325","-162.3","75","","13.4","-212.6","32.7","2.9"
"1961","Indians","6252","150","737","682","34",".140",".280",".266",".326",".406",".325","3.0","96","","4.4","-26.3","50.6","22.1"
"1984","Indians","6375","123","761","704","126",".119",".288",".265",".335",".384",".325","35.3","99","","-5.6","-12.9","-25.8","17.1"
"1965","Red Sox","6220","165","669","629","47",".149",".276",".251",".327",".400",".325","91.3","99","","0.6","-7.6","-1.6","19.4"
"1997","Mets","6248","153","777","741","97",".143",".294",".262",".332",".405",".325","-43.5","95","","-12.1","-48.5","81.7","22.9"
"2015","Astros","6073","230","729","691","121",".187",".292",".250",".315",".437",".325","55.8","108","88.7","8.1","66.8","-19.6","26.1"
"2017","Marlins","6248","194","778","743","91",".163",".313",".267",".331",".431",".325","13.4","101","87.0","1.4","9.0","65.7","27.9"
"1946","Cubs","6024","56","626","566","43",".093",".277",".254",".331",".346",".325","-18.5","95","","5.4","-28.1","19.4","17.9"
"1920","Reds","5799","18","639","546","158",".072",".295",".277",".332",".349",".325","-43.6","100","","-1.7","-0.4","37.6","23.0"
"2014","Pirates","6224","156","682","659","104",".145",".307",".259",".330",".404",".325","64.0","108","","3.8","61.6","36.7","31.4"
"1990","Royals","6099","100","707","660","107",".128",".299",".267",".328",".395",".325","27.5","102","","-5.4","10.3","-75.9","13.5"
"2008","Angels","6155","159","765","721","129",".145",".299",".268",".330",".413",".324","-19.4","96","","-1.0","-30.9","-6.5","17.6"
"2005","White Sox","6146","200","741","713","137",".163",".286",".262",".322",".425",".324","-7.8","95","","-1.9","-42.1","13.8","18.0"
"1905","Pirates","5790","22","692","564","202",".084","",".266",".320",".350",".324","66.3","97","","2.1","-16.6","56.5","26.1"
"2005","Tigers","6136","168","723","678","66",".157",".304",".272",".321",".428",".324","-8.9","99","","5.5","-5.1","5.9","20.9"
"2001","Blue Jays","6284","195","767","728","156",".167",".293",".263",".325",".430",".324","-14.6","94","","7.0","-38.9","-18.5","15.7"
"1975","Brewers","6082","146","675","632","65",".139",".275",".250",".320",".389",".324","14.3","101","","-10.8","-4.1","-63.6","13.8"
"1995","Braves","5464","168","645","618","73",".160",".276",".250",".326",".409",".324","-42.8","92","","-5.4","-63.3","56.8","17.6"
"1987","Braves","6227","152","747","696","135",".145",".279",".258",".339",".403",".324","-11.3","90","","-4.5","-81.2","6.0","13.7"
"1932","Cardinals","5972","76","684","626","92",".117",".286",".269",".324",".385",".324","-62.4","86","","17.4","-89.6","-1.6","9.6"
"1981","Cardinals","4014","50","464","431","88",".113",".293",".265",".336",".377",".324","27.6","101","","1.1","3.7","54.5","20.3"
"2009","Cubs","6244","161","707","678","56",".152",".296",".255",".332",".407",".324","-26.3","90","","-13.2","-89.3","39.0","14.5"
"2008","Diamondbacks","6156","159","720","683","58",".164",".299",".251",".327",".415",".324","-25.7","88","","12.1","-83.9","-17.2","9.5"
"1982","Pirates","6235","134","724","688","161",".134",".299",".273",".327",".408",".324","25.9","102","","2.7","19.5","36.7","27.7"
"1947","Athletics","5971","61","633","581","37",".097",".273",".252",".333",".349",".324","-54.6","90","","-7.0","-79.1","74.2","18.9"
"1993","Pirates","6269","110","707","664","92",".126",".304",".267",".335",".393",".324","-15.0","95","","-3.1","-46.1","17.4","19.3"
"1990","Angels","6267","147","690","646","69",".131",".291",".260",".329",".391",".324","26.1","104","","-5.7","19.4","-63.1","16.3"
"2000","Marlins","6203","160","731","691","168",".147",".304",".262",".331",".409",".324","-92.1","89","","9.1","-82.0","30.1","14.5"
"1934","Braves","5854","83","683","649","30",".106",".284",".272",".323",".378",".324","-84.7","93","","3.5","-51.8","42.0","17.8"
"1958","Indians","5840","161","694","653","50",".145",".277",".258",".325",".403",".324","17.0","101","","-5.9","2.3","21.8","21.5"
"2013","Rockies","6152","159","706","673","112",".149",".317",".270",".323",".418",".324","45.2","87","","17.4","-72.7","15.1","13.7"
"1907","Giants","5624","23","573","475","205",".067","",".251",".331",".317",".324","69.5","103","","2.7","21.4","-3.5","23.2"
"2013","Indians","6165","171","745","711","117",".155",".300",".255",".327",".410",".324","49.4","104","","11.5","39.3","-29.5","22.6"
"2012","Nationals","6221","194","731","688","105",".166",".308",".261",".322",".428",".324","41.2","101","","-4.1","4.7","33.0","23.7"
"2016","Rangers","6089","215","765","746","99",".172",".298",".262",".322",".433",".324","29.1","95","88.8","2.0","-37.0","-14.5","16.2"
"1959","Indians","5860","167","745","682","33",".145",".275",".263",".321",".408",".324","22.9","101","","-5.9","-0.5","95.5","26.9"
"1978","Rangers","6141","132","692","650","196",".128",".272",".253",".332",".381",".324","26.9","101","","5.1","10.3","-2.3","21.8"
"1991","Athletics","6192","159","760","716","151",".141",".274",".248",".331",".389",".324","28.2","104","","4.7","33.7","-0.6","24.1"
"1923","Braves","5957","32","636","569","57",".080",".291",".273",".331",".353",".324","-109.0","84","","-9.1","-131.7","-13.0","6.1"
"1956","Indians","5988","153","712","677","40",".137",".258",".244",".335",".381",".324","-10.3","90","","-1.3","-77.8","40.0","16.7"
"1979","Cardinals","6347","100","731","685","116",".123",".307",".278",".331",".401",".324","-5.7","98","","-2.8","-17.7","64.4","26.6"
"1980","Cardinals","6204","101","738","688","117",".125",".302",".275",".328",".400",".324","14.5","101","","1.2","5.3","59.3","27.0"
"2019","Brewers","6309","250","769","744","101",".192",".296",".246",".329",".438",".324","20.3","98","89.7","5.9","-14.8","64.6","24.7"
"1888","White Stockings","4934","77","734","569","287",".123",".283",".260",".308",".383",".324","119.4","107","","-7.3","42.4","13.9","23.9"
"1984","Orioles","6187","160","681","647","51",".139",".273",".252",".328",".391",".324","29.9","101","","-4.1","4.5","37.6","24.7"
"2013","Rays","6242","165","700","670","73",".151",".295",".257",".329",".408",".324","48.8","107","","2.5","50.1","9.2","28.2"
"1928","White Sox","5904","24","657","592","144",".087",".294",".270",".333",".357",".324","-97.7","83","","-9.2","-139.4","32.1","10.3"
"1962","Red Sox","6177","146","707","671","39",".145",".285",".258",".324",".403",".324","7.3","90","","-4.9","-78.5","76.4","17.9"
"1992","Rangers","6238","159","682","647","81",".142",".280",".250",".321",".393",".324","32.1","101","","-2.2","7.9","-70.9","14.7"
"1887","Grays","5420","25","904","689","409",".089","",".261",".330",".350",".324","-37.2","91","","-3.9","-84.1","-1.4","13.1"
"1991","Royals","6244","117","727","689","119",".129",".299",".264",".328",".394",".324","26.5","99","","-3.3","-11.3","-48.9","14.7"
"1920","Cubs","5811","34","619","536","115",".090",".282",".264",".326",".354",".324","-48.7","96","","-11.7","-36.9","-2.2","15.2"
"1997","Pirates","6201","129","725","686","160",".142",".308",".262",".329",".404",".324","-50.6","89","","10.9","-78.3","-51.3","6.5"
"1980","Phillies","6269","117","728","674","140",".130",".288",".270",".327",".400",".324","13.8","100","","2.6","4.2","41.7","25.3"
"2011","Rockies","6275","163","735","697","118",".152",".300",".258",".329",".410",".324","34.0","88","","-1.8","-92.6","12.7","11.7"
"1995","Tigers","5535","159","654","619","73",".157",".278",".247",".327",".404",".324","-44.1","89","","-2.4","-82.7","-72.6","3.2"
"1987","Royals","6128","168","715","677","125",".150",".294",".262",".328",".412",".324","-11.7","95","","4.2","-34.2","-27.8","14.5"
"2015","Tigers","6159","151","689","660","83",".150",".322",".270",".328",".420",".324","51.8","103","88.4","-27.6","-8.6","-31.6","17.1"
"1998","Tigers","6243","165","722","691","122",".152",".297",".264",".323",".415",".324","-40.3","90","","-2.6","-86.8","38.9","16.6"
"1959","Red Sox","5985","125","726","678","68",".130",".279",".256",".335",".385",".324","19.3","93","","5.7","-43.7","52.3","18.5"
"2009","Diamondbacks","6269","173","720","686","102",".165",".299",".253",".324",".418",".324","-28.8","89","","13.1","-75.3","53.6","17.5"
"1991","Braves","6182","141","749","704","165",".135",".284",".258",".328",".393",".324","21.7","99","","2.8","-4.4","-62.3","14.3"
"1995","Padres","5527","116","668","618","124",".125",".307",".272",".334",".397",".324","-48.5","95","","3.4","-30.4","-53.0","10.0"
"1973","Reds","6304","137","741","686","148",".129",".282",".254",".332",".383",".323","15.2","102","","11.0","22.3","80.4","31.4"
"1891","Colonels","5346","17","713","557","230",".066",".283",".258",".329",".324",".323","-34.4","93","","-7.0","-65.7","-35.2","10.9"
"1890","Giants","5232","25","713","563","289",".095",".283",".259",".315",".354",".323","-57.4","95","","6.7","-34.7","20.7","14.9"
"1970","Pirates","6231","130","729","676","66",".136",".297",".270",".325",".406",".323","18.6","95","","1.6","-39.0","68.9","25.0"
"1973","Brewers","6227","145","708","669","110",".135",".282",".253",".325",".388",".323","20.4","101","","-1.0","2.8","-21.1","20.0"
"1993","Athletics","6295","158","715","679","131",".140",".285",".254",".330",".394",".323","-15.8","101","","3.0","9.1","-60.4","14.9"
"1987","Orioles","6185","211","729","701","69",".160",".275",".258",".322",".418",".323","-12.8","96","","-7.8","-38.6","-30.6","14.0"
"2005","Blue Jays","6233","136","775","735","72",".142",".296",".265",".331",".407",".323","-13.7","94","","12.3","-33.2","13.6","19.1"
"2013","Orioles","6144","212","745","719","79",".171",".288",".260",".313",".431",".323","45.3","101","","13.8","16.4","22.7","25.7"
"1942","Cubs","5988","75","591","533","63",".099",".275",".254",".321",".353",".323","-2.5","98","","9.8","-0.5","9.4","19.4"
"1912","Highlanders","5772","18","632","502","247",".075","",".259",".329",".334",".323","-58.4","86","","7.0","-93.5","-72.2","2.9"
"1935","Phillies","5944","92","685","624","52",".108",".293",".269",".322",".378",".323","-86.8","74","","8.6","-187.2","-39.8","-2.2"
"2002","Marlins","6263","146","699","653","177",".142",".301",".261",".337",".403",".323","-17.9","97","","5.4","-14.7","1.7","19.1"
"2012","Diamondbacks","6150","165","734","710","93",".159",".307",".259",".328",".418",".323","34.1","97","","-5.6","-30.7","52.0","21.7"
"2003","Angels","6119","150","736","687","129",".144",".291",".268",".330",".413",".323","-25.1","96","","-4.9","-33.0","27.1","20.2"
"2005","Athletics","6275","155","772","739","31",".145",".281",".262",".330",".407",".323","-14.2","99","","12.0","3.9","13.7","23.0"
"1985","Athletics","6215","155","757","690","117",".137",".286",".264",".325",".401",".323","27.1","104","","-1.7","29.1","-28.1","21.3"
"1975","Yankees","6039","110","681","642","103",".118",".284",".264",".325",".382",".323","8.2","101","","-1.6","7.2","20.8","23.3"
"1975","Cubs","6323","95","712","645","67",".109",".285",".259",".338",".368",".323","4.3","89","","-6.4","-85.6","-44.4","8.2"
"2006","Royals","6229","124","757","718","65",".140",".311",".271",".332",".411",".323","-45.7","92","","3.0","-64.6","37.7","18.3"
"1982","Indians","6359","109","683","639","151",".111",".277",".262",".341",".373",".323","23.0","96","","3.5","-29.2","-39.0","13.9"
"2015","Yankees","6268","212","764","737","63",".170",".283",".251",".323",".421",".323","49.0","103","88.2","3.0","25.3","-35.3","20.7"
"1931","Pirates","5999","41","636","597","59",".094",".284",".266",".330",".360",".323","-80.2","87","","10.5","-91.7","67.1","16.2"
"1966","Orioles","6199","175","755","703","55",".152",".280",".258",".324",".409",".323","88.5","110","","-2.2","65.2","53.0","31.2"
"1927","Braves","5941","37","652","582","100",".084",".294",".279",".326",".363",".323","-106.8","88","","15.9","-74.1","-40.7","7.4"
"1963","Cardinals","6283","128","747","697","77",".132",".302",".271",".326",".403",".323","86.0","101","","1.7","8.1","66.0","31.2"
"1997","Expos","6131","172","691","659","75",".167",".290",".258",".316",".425",".323","-51.5","91","","-4.4","-78.2","64.2","17.9"
"1889","Alleghenys","5212","42","726","596","231",".098",".274",".253",".320",".351",".323","-45.0","97","","-9.3","-32.0","27.1","18.3"
"1986","Mariners","6187","158","718","681","93",".145",".292",".253",".326",".399",".323","11.3","94","","-12.4","-56.0","-111.5","4.1"
"1912","Senators","5726","20","698","575","274",".086","",".256",".324",".341",".323","-60.8","90","","14.6","-54.8","56.8","19.5"
"1961","Twins","6156","167","707","665","47",".147",".266",".250",".326",".397",".323","-7.2","90","","-6.2","-80.7","19.9","13.2"
"1963","Giants","6176","197","725","680","55",".155",".275",".258",".316",".414",".323","86.4","109","","-5.4","55.9","0.0","29.6"
"1918","Browns","4627","5","426","360","138",".061",".282",".259",".331",".320",".323","17.7","96","","2.1","-17.1","15.8","16.6"
"1991","Orioles","6257","170","686","660","50",".147",".278",".254",".319",".401",".323","22.5","101","","-3.2","0.7","14.6","22.3"
"2001","Marlins","6184","166","742","713","89",".159",".303",".264",".326",".423",".323","-29.4","95","","0.1","-38.4","52.7","21.2"
"1896","Colonels","5057","37","653","520","195",".090",".281",".261",".322",".351",".323","-137.6","82","","-6.9","-150.1","-33.7","1.6"
"1986","Orioles","6203","169","708","669","64",".137",".276",".258",".327",".395",".323","11.2","99","","-1.3","-11.0","-28.8","17.1"
"2013","Rangers","6196","176","730","691","149",".150",".294",".262",".323",".412",".323","43.0","97","","2.0","-22.5","3.9","19.7"
"2003","Diamondbacks","6261","152","717","696","76",".153",".295",".263",".330",".417",".323","-31.5","86","","-10.8","-119.9","-6.9","7.7"
"2010","Royals","6209","121","676","640","115",".126",".305",".274",".331",".399",".323","8.0","98","","-28.4","-42.1","-81.2","9.9"
"1989","Athletics","6110","127","712","659","157",".120",".286",".261",".331",".381",".323","42.6","107","","7.4","57.5","-1.4","27.4"
"2014","Orioles","6130","211","705","681","44",".166",".296",".256",".311",".422",".323","58.4","104","","-6.2","21.9","34.4","27.4"
"2017","Athletics","6126","234","739","708","57",".190",".294",".246",".319",".436",".323","8.9","103","88.4","-5.5","19.9","-53.6","17.5"
"1970","Astros","6305","129","744","694","114",".131",".288",".259",".332",".391",".323","13.7","94","","8.5","-39.1","-24.1","16.0"
"1919","Reds","5214","20","578","489","143",".079",".283",".263",".327",".342",".323","2.1","106","","1.7","32.2","57.8","26.1"
"1909","Red Sox","5574","20","596","474","215",".070","",".263",".321",".333",".323","57.6","105","","3.4","32.3","26.8","25.5"
"1961","Cardinals","5944","103","703","657","46",".122",".296",".271",".334",".393",".323","-6.4","86","","-0.2","-104.1","81.6","17.8"
"1962","Phillies","6131","142","705","658","79",".130",".288",".260",".330",".390",".322","0.8","94","","-0.5","-49.7","32.4","19.6"
"1944","Browns","5927","72","684","629","44",".100",".273",".252",".323",".352",".322","-13.7","90","","-7.2","-73.6","23.7","15.2"
"1991","Reds","6134","164","689","654","124",".145",".287",".258",".320",".403",".322","15.9","100","","2.5","-0.8","26.2","23.4"
"2006","Mariners","6213","172","756","703","106",".153",".300",".272",".325",".424",".322","-48.7","95","","4.0","-37.6","26.5","19.7"
"1996","Astros","6270","129","753","703","180",".135",".301",".262",".336",".397",".322","-73.1","98","","6.1","-9.8","50.4","22.2"
"1996","Pirates","6336","138","776","738","126",".141",".299",".266",".329",".407",".322","-75.6","90","","1.7","-77.5","-3.6","10.6"
"2002","Braves","6224","164","708","669","76",".150",".290",".260",".331",".409",".322","-23.2","94","","-7.9","-57.8","60.4","20.5"
"1946","Pirates","5907","60","552","508","48",".093",".271",".250",".328",".344",".322","-26.3","88","","6.5","-75.0","-10.0","9.4"
"1892","Giants","5835","39","811","645","301",".087",".269",".251",".320",".338",".322","24.5","101","","7.0","16.2","-27.4","19.4"
"1991","Blue Jays","6167","133","684","649","148",".143",".292",".257",".322",".400",".322","20.1","98","","8.5","-9.7","3.0","19.8"
"1995","Mets","5581","125","657","617","58",".133",".309",".267",".330",".400",".322","-55.4","94","","-6.8","-52.5","12.9","14.6"
"2006","Brewers","6130","180","730","695","71",".162",".300",".258",".327",".420",".322","-54.2","89","","-1.5","-87.8","47.7","15.9"
"1975","Rangers","6343","134","714","675","102",".115",".279",".256",".330",".371",".322","5.4","99","","-3.3","-12.7","-31.8","16.9"
"1996","Royals","6229","123","746","689","195",".132",".299",".267",".332",".398",".322","-70.4","83","","-0.8","-148.3","-19.7","6.4"
"1977","Tigers","6177","166","714","676","60",".146",".278",".264",".318",".410",".322","-8.0","94","","-2.2","-44.2","-32.3","13.5"
"1917","White Sox","5861","18","657","535","219",".073",".277",".253",".329",".326",".322","40.7","100","","11.0","12.8","9.0","23.4"
"2003","Athletics","6189","176","768","742","48",".162",".273",".254",".327",".417",".322","-28.9","95","","5.2","-35.5","-49.1","12.7"
"1990","Reds","6163","125","693","644","166",".134",".296",".265",".325",".399",".322","9.4","94","","4.9","-37.7","16.9","20.3"
"2018","Rays","6195","150","716","664","128",".148",".317",".258",".333",".406",".322","37.4","107","87.7","-0.3","48.7","-23.7","23.6"
"1907","Pirates","5650","19","634","485","264",".070","",".254",".325",".324",".322","63.7","103","","15.2","33.3","5.6","25.7"
"2013","Cardinals","6202","125","783","745","45",".133",".314",".269",".332",".401",".322","35.1","104","","-9.1","21.0","35.0","26.1"
"1889","Nationals","4904","25","632","488","232",".077",".276",".251",".329",".329",".322","-45.2","92","","-10.4","-72.7","-33.5","7.8"
"1972","Reds","6003","124","707","650","140",".129",".280",".251",".330",".380",".322","75.9","104","","7.1","35.0","83.6","35.5"
"2018","Brewers","6210","218","754","711","124",".172",".302",".252",".323",".424",".322","34.4","100","88.9","8.2","7.7","68.3","27.9"
"1948","Phillies","5826","91","591","548","68",".109",".277",".259",".318",".368",".322","-88.5","86","","11.3","-88.3","-7.5","9.5"
"1917","Giants","5787","39","635","537","162",".082",".285",".261",".317",".343",".322","39.3","106","","1.5","38.7","76.6","33.5"
"2008","Astros","6051","167","712","684","114",".152",".296",".263",".323",".415",".322","-33.4","93","","0.4","-49.2","89.3","23.3"
"2002","Reds","6254","169","709","678","116",".155",".293",".253",".330",".408",".322","-27.4","91","","1.2","-73.9","36.4","16.6"
"1913","Braves","5845","32","641","533","177",".079",".288",".256",".326",".335",".322","-12.8","85","","-6.7","-112.9","4.1","9.8"
"1955","Cardinals","5855","143","654","608","64",".138",".270",".261",".321",".400",".322","-23.9","89","","-6.7","-86.0","51.2","13.1"
"1969","Senators","6196","148","694","640","52",".128",".274",".251",".330",".378",".322","38.2","101","","-2.4","3.7","66.7","26.6"
"1935","Reds","5798","73","646","605","72",".113",".284",".265",".319",".378",".322","-92.0","89","","12.6","-72.1","11.0","13.4"
"2001","Dodgers","6169","206","758","714","89",".170",".279",".255",".323",".425",".322","-30.0","97","","-0.7","-23.8","9.0","18.2"
"1985","Angels","6263","153","732","685","106",".135",".274",".251",".333",".386",".322","20.9","99","","-1.1","-9.3","16.5","21.8"
"1962","Athletics","6302","116","745","691","76",".123",".287",".263",".332",".386",".322","-0.8","88","","7.5","-83.7","38.1","13.9"
"1976","Royals","6199","65","713","656","218",".103",".291",".269",".327",".371",".322","31.5","103","","3.0","25.6","17.8","25.3"
"1908","Tigers","5668","19","645","520","165",".084","",".263",".312",".347",".322","88.8","109","","-1.7","45.0","-22.2","24.5"
"1995","Dodgers","5544","140","634","593","127",".136",".305",".264",".329",".400",".322","-57.1","98","","4.4","-11.9","11.0","18.2"
"1996","Cardinals","6177","142","759","711","149",".140",".307",".267",".330",".407",".322","-75.8","93","","2.2","-55.0","121.8","24.8"
"2008","Blue Jays","6191","126","714","681","80",".135",".295",".264",".331",".399",".322","-34.6","94","","-10.9","-60.7","19.1","17.3"
"1978","Phillies","6154","133","708","661","152",".131",".283",".258",".328",".388",".322","17.9","98","","8.9","-6.8","110.4","32.0"
"2015","Dodgers","6090","187","667","638","59",".163",".292",".250",".326",".413",".322","37.5","106","88.6","-15.3","28.2","57.3","29.0"
"2007","Pirates","6214","148","724","694","68",".149",".303",".263",".325",".411",".322","-52.9","90","","-10.4","-94.0","16.8","12.5"
"1983","Twins","6171","141","709","671","44",".140",".281",".261",".319",".401",".322","13.0","93","","-3.6","-53.3","-6.8","14.7"
"1914","Braves","5979","35","657","572","139",".084",".279",".251",".323",".335",".322","3.2","90","","10.0","-52.5","62.3","19.1"
"2011","Reds","6329","183","735","697","97",".152",".297",".256",".326",".408",".322","24.2","99","","8.7","3.6","81.9","29.4"
"1973","Expos","6251","125","668","613","77",".114",".271",".251",".340",".364",".322","9.8","94","","-8.1","-52.4","73.9","22.6"
"2010","Cardinals","6241","150","736","689","79",".139",".296",".263",".332",".402",".322","2.8","99","","1.8","-6.8","59.6","25.0"
"2017","Mets","6169","224","735","713","58",".184",".286",".250",".320",".434",".322","1.4","101","87.1","-11.3","-7.2","32.1","22.7"
"1987","Phillies","6190","169","702","662","111",".157",".288",".254",".327",".410",".322","-27.1","91","","-1.1","-72.8","57.9","19.6"
"1970","Athletics","6105","171","678","630","131",".143",".274",".249",".325",".392",".322","10.5","101","","1.1","6.3","75.7","27.9"
"1973","Pirates","6167","154","704","664","23",".144",".282",".261",".315",".405",".322","11.4","100","","-4.7","-4.6","13.5","21.4"
"2016","Nationals","6201","203","763","735","121",".170",".293",".256",".326",".426",".322","13.7","96","89.6","16.0","-16.4","41.2","22.3"
"1994","Athletics","4396","113","549","515","91",".140",".286",".260",".330",".399",".322","-43.3","92","","1.1","-44.3","12.2","11.6"
"1903","Naps","5225","31","639","550","175",".108","",".265",".308",".373",".322","15.9","104","","4.1","31.5","42.1","25.4"
"1999","Padres","6136","153","710","671","174",".141",".294",".252",".332",".393",".322","-105.7","90","","4.5","-77.1","61.1","17.6"
"1892","Beaneaters","5889","34","862","668","338",".077",".270",".250",".325",".327",".322","21.1","94","","12.7","-35.9","42.0","21.8"
"1993","Red Sox","6196","114","686","644","73",".131",".293",".264",".330",".395",".322","-24.3","90","","0.1","-76.6","50.8","17.1"
"2011","Diamondbacks","6096","172","731","702","133",".163",".294",".250",".322",".413",".322","25.4","97","","9.0","-14.8","117.8","30.5"
"2006","Astros","6326","174","735","708","79",".154",".286",".255",".332",".409",".322","-60.1","90","","5.7","-82.5","74.7","19.7"
"2012","White Sox","6111","211","748","726","109",".167",".289",".255",".318",".422",".322","31.1","98","","-7.0","-18.2","8.7","20.7"
"1900","Reds","5517","33","703","591","183",".088","",".266",".318",".354",".322","-77.3","84","","-2.8","-128.9","27.2","10.2"
"1949","Reds","5994","86","627","588","31",".108",".277",".260",".316",".368",".322","-107.1","82","","5.1","-131.3","23.2","8.6"
"1918","Red Sox","4607","15","473","390","110",".078",".268",".249",".322",".327",".321","12.5","100","","-2.0","0.0","53.5","22.3"
"1986","Phillies","6229","154","739","696","153",".147",".292",".253",".327",".400",".321","0.6","97","","6.5","-20.2","20.0","20.9"
"1917","Reds","5728","26","601","513","153",".090",".286",".264",".309",".354",".321","36.1","102","","1.7","15.2","-10.7","21.7"
"1912","Reds","5794","21","656","565","248",".083",".280",".256",".323",".339",".321","-66.8","82","","8.9","-130.6","7.2","7.7"
"2016","Diamondbacks","6260","190","752","709","137",".171",".315",".261",".320",".432",".321","13.8","93","89.0","17.7","-39.9","-2.0","15.6"
"1891","Phillies","5469","21","756","617","232",".070",".272",".252",".326",".322",".321","-44.5","91","","-6.2","-79.0","24.5","13.8"
"1958","Redlegs","5980","123","695","649","61",".131",".279",".258",".331",".389",".321","4.3","87","","0.8","-94.7","39.3","13.8"
"1973","Tigers","6135","157","642","592","28",".136",".267",".254",".320",".390",".321","11.2","96","","-3.5","-32.0","-41.4","13.9"
"1916","White Sox","5809","17","601","484","197",".088",".282",".251",".319",".339",".321","32.8","97","","2.0","-13.3","42.2","23.0"
"1980","Angels","6134","106","698","655","91",".114",".297",".265",".332",".378",".321","5.0","97","","-7.6","-26.1","-80.6","10.4"
"1996","Expos","6171","148","741","696","108",".144",".300",".262",".327",".406",".321","-81.5","92","","4.9","-59.2","44.8","16.7"
